time,open,high,low,close,volume,rsi,macd,macd_sig,mh,sk,sd,e9,e21,e50,tp_p,date_utc,vwap
2026-03-29 03:35:00,66453.6,66458.2,66352.94,66352.94,6.32343,54.56200067387015,31.01304669115052,36.38935967732449,-5.376312986173971,5.055168703024108,9.315719778240497,66452.13389797269,66427.66516571192,66380.35942158703,66388.02666666667,2026-03-29,66408.0808165142
2026-03-29 03:40:00,66352.94,66451.19,66352.94,66435.67,1.39984,59.92865746845643,27.737268720695283,34.65894148599865,-6.92167276530337,8.429554105271338,6.560335253992297,66448.84111837816,66428.39287791993,66382.52846387772,66413.26666666666,2026-03-29,66408.11893205086
2026-03-29 03:45:00,66435.67,66461.75,66385.82,66461.75,2.50199,61.47346308760628,26.935137618813314,33.114180712561584,-6.17904309374827,19.28557650303476,10.923433103776736,66451.42289470253,66431.42534356358,66385.63519078448,66436.44,2026-03-29,66408.48615582183
2026-03-29 03:50:00,66464.58,66565.0,66460.32,66465.94,10.19163,61.72873549756969,26.333979204297066,31.75814041090868,-5.424161206611615,30.542562233042627,19.419230947116244,66454.32631576202,66434.56303960325,66388.78439898901,66497.08666666667,2026-03-29,66412.93105894083
2026-03-29 03:55:00,66465.94,66536.96,66461.29,66530.99,6.77141,65.5455985403062,30.752057606558083,31.556923850038565,-0.8048662434804825,39.365244674566,29.731127803547796,66469.65905260963,66443.32912691204,66394.36108922474,66509.74666666666,2026-03-29,66416.05402329817
2026-03-29 04:00:00,66531.0,66568.67,66501.37,66546.82,4.14864,66.42318824201412,35.12585626807413,32.27071033364568,2.8551459344284496,47.139912888377125,39.01590659866192,66485.09124208771,66452.73738810186,66400.33987003946,66538.95333333332,2026-03-29,66418.43578646386
2026-03-29 04:05:00,66549.99,66585.87,66546.84,66562.42,5.54065,67.30694090378542,39.39677138729894,33.69592254437634,5.700848842922603,55.90175216407792,47.46896990900702,66500.55699367018,66462.70853463805,66406.69595356732,66565.04333333333,2026-03-29,66422.13460355236
2026-03-29 04:10:00,66562.41,66611.73,66550.43,66607.16,2.42053,69.76481678728926,45.86296674980258,36.12933138546159,9.73363536434099,63.166721427720766,55.40279549339194,66521.87759493614,66475.84048603459,66414.55728872155,66589.77333333333,2026-03-29,66423.96215697785
2026-03-29 04:15:00,66607.16,66611.73,66550.13,66592.01,4.7255,67.9031763021143,49.19787232724775,38.74303957381883,10.454832753428924,66.05101502635075,61.70649620604981,66535.90407594891,66486.40135094053,66421.51621857562,66584.62333333334,2026-03-29,66427.31025260894
2026-03-29 04:20:00,66592.01,66671.73,66578.27,66638.95,6.45179,70.52735610991267,54.99453199816344,41.993338058687755,13.001193939475684,71.77912415061172,66.99895353489441,66556.51326075914,66500.26940994593,66430.04303353344,66629.65000000001,2026-03-29,66432.90803951482
2026-03-29 04:25:00,66638.96,66655.39,66615.92,66619.22,4.21615,68.0104005438689,57.335453028121265,45.061761052574454,12.27369197554681,73.23058868317814,70.3535759533802,66569.05460860732,66511.08309995085,66437.46173810076,66630.17666666667,2026-03-29,66436.41109964877
2026-03-29 04:30:00,66619.22,66622.67,66537.33,66565.05,4.70656,61.51892917247873,54.194858928749454,46.888380627809454,7.30647830094,65.14933521615623,70.0530160166487,66568.25368688586,66515.98918177349,66442.4651993517,66575.01666666666,2026-03-29,66439.1053182943
2026-03-29 04:35:00,66565.04,66645.52,66546.83,66645.52,3.8357,66.61646192694246,57.53593353545875,49.01789120933931,8.518042326119442,64.57035783538475,67.65009391157304,66583.70694950869,66527.76471070317,66450.42813271047,66612.62333333334,2026-03-29,66441.81121905592
2026-03-29 04:40:00,66645.53,66724.87,66645.53,66681.72,7.62635,68.62968112016961,62.38565371411096,51.69144371029364,10.694210003817318,67.97295225494058,65.89754843549385,66603.30955960696,66541.76064609378,66459.49840201595,66684.04,2026-03-29,66449.09579266114
2026-03-29 04:45:00,66681.72,66688.3,66651.01,66688.3,1.86092,68.99568263250953,65.99924469493271,54.55300390722146,11.446240787711254,83.0553801795852,71.86623008997019,66620.30764768558,66555.0824055398,66468.4710137016,66675.87,2026-03-29,66450.74778381934
2026-03-29 04:50:00,66691.59,66830.0,66691.59,66767.5,9.88087,73.0686101763494,74.39622629308724,58.521648384394624,15.874577908692615,91.22075676343292,80.74969639931957,66649.74611814847,66574.39309594527,66480.19764061525,66763.03,2026-03-29,66462.37691339954
2026-03-29 04:55:00,66767.49,66777.12,66715.21,66772.52,9.64623,73.30795802511741,80.52769362732943,62.92285743298159,17.60483619434784,95.18282533392373,89.81965409231395,66674.30089451878,66592.40463267751,66491.6612625519,66754.95000000001,2026-03-29,66472.64024291681
